model,area,area_name,selected_method,correction_class,n_months,mae_original_clim,mae_corrected_clim,relative_improvement_clim_percent,corr_original_shape,corr_corrected_shape,amp_obs,amp_original,amp_corrected,amp_ratio_original,amp_ratio_corrected,amp_error_original,amp_error_corrected,std_obs,std_original,std_corrected,std_ratio_original,std_ratio_corrected
CMCC-ESM2,sat,SAT,xgb,Successful correction,12,0.7717820373280576,0.07930472664591488,89.72446587115822,0.9893865590511358,0.9982245618350893,2.9691837999999997,3.8420407629591367,2.8692150115966797,1.2939720211861379,0.9663312226062529,0.29397202118613786,0.033668777393747074,1.0788616319911848,1.385189371861449,1.0514397168151728,1.2839360774234736,0.9745825466743115
CMCC-ESM2,tasi,TASI,xgb,Successful correction,12,1.6551497448259715,0.1529287877809937,90.7604258612218,0.9922320878871569,0.9990125372924643,6.0679206699999995,6.4804296136958115,5.7886217594146725,1.0679819276041742,0.9539712323586909,0.06798192760417421,0.04602876764130914,2.251212768754596,2.377781555570032,2.162250927160526,1.056222489749583,0.9604827038879646
CMCC-ESM2,wtio,WTIO,xgb,Successful correction,12,0.5841284292974951,0.1484027950785327,74.59414956792806,0.9474183042814592,0.9968972996958977,2.256849199999998,2.5356167809223145,2.3941158294677756,1.1235206946579848,1.0608222425617884,0.12352069465798476,0.060822242561788364,0.7366360798185996,0.8482780457911185,0.7438895776268963,1.1515564727701246,1.0098467859598772
CMCC-ESM2,setio,SETIO,qm,Successful correction,12,0.7379927840748645,0.12146724866241183,83.540862284354,0.9632307415521157,0.9533269973979877,1.5330629999999985,1.9356467128431234,1.3878477254092267,1.262600893011654,0.9052776861806906,0.2626008930116539,0.0947223138193094,0.46605038571048674,0.6173655172333744,0.46193335078968023,1.3246754775070297,0.9911661162676002
CMCC-ESM2,swio,SWIO,xgb,Successful correction,12,0.713458187351773,0.16799451149495473,76.45348886968138,0.9399421720626621,0.9982608626384241,2.454813699999999,2.6921148521877463,2.5326467514038065,1.09666768284198,1.0317062966545312,0.09666768284197991,0.031706296654531174,0.7794212790174563,0.8442408076377955,0.7969845868252653,1.0831636630476027,1.0225337802298
CMCC-ESM2,dmi,DMI,xgb,Successful correction,12,0.27917638685142593,0.04166890052817684,85.07434636642371,0.7407827346902324,0.9912714574903951,1.5159111065,1.4914924804673244,1.4586574852466583,0.9838917823558571,0.9622315444435715,0.01610821764414294,0.03776845555642849,0.43850370972291697,0.4494311921008192,0.43587290360547065,1.0249199314295587,0.9940004929055021
ACCESS-CM2,nino12,Niño 1+2,xgb,Successful correction,12,3.731679197669905,0.1675534237670894,95.50997245766165,0.8944581373398502,0.9952737815662569,5.4309547000000045,3.7615792563454207,5.7275484085083015,0.6926184187000156,1.0546117073133194,0.3073815812999844,0.054611707313319435,2.0656487893244067,1.4616801206788073,2.0483879411725496,0.7076130890367215,0.9916438611243771
ACCESS-CM2,nino3,Niño 3,xgb,Successful correction,12,0.8861398751952448,0.10552272394816005,88.09186597940759,0.7577435770672629,0.9925413490043112,2.6185025000000017,1.6917847964675836,2.6466295242309563,0.6460886695611643,1.0107416449787443,0.3539113304388357,0.010741644978744302,0.9668606023094066,0.5530579819919892,0.9539110559091207,0.5720141876408821,0.9866066045411768
ACCESS-CM2,nino34,Niño 3.4,xgb,Successful correction,12,0.5266116751156315,0.08069306359151114,84.67693228149702,0.5416382604147005,0.9887414167153039,1.5769822999999974,0.828156657789247,1.4283172607421903,0.5251527920061299,0.9057281497339524,0.47484720799387015,0.09427185026604756,0.5522065793066019,0.2546419325623927,0.4929540978541039,0.461135274560008,0.8926987043021101
ACCESS-CM2,nino4,Niño 4,xgb,Successful correction,12,0.20852421066622404,0.0646533252492274,68.99481118155855,0.7736498915467688,0.9726366236466778,0.8691683999999995,0.9288290011086247,0.7975748062133796,1.0686410149156655,0.917629778318425,0.06864101491566554,0.08237022168157504,0.3075414675907781,0.3428305783331446,0.2733912179551014,1.1147458618143913,0.8889572521611367
ACCESS-CM2,norte,SNA_N,xgb,Successful correction,12,0.7911727842984785,0.1776176404795328,77.5500821053869,0.9963363636448266,0.9997826881044547,4.5162473,4.714793251072056,4.613082504272462,1.0439625950226543,1.0214415194385973,0.043962595022654316,0.02144151943859729,1.7028856930614535,1.7648529823804058,1.7245793196968051,1.036389576570784,1.0127393322545042
ACCESS-CM2,norteleste,SNA_NE,xgb,Successful correction,12,0.6012326499906239,0.17714752468058256,70.5359440004888,0.9944482832775773,0.9992397965730194,4.413300799999998,4.6908869976976035,4.591684341430664,1.0628976383612025,1.0404195293986456,0.06289763836120255,0.04041952939864557,1.6374146717663176,1.7588031997430904,1.6839582211536896,1.0741342618151992,1.0284250228057163
ACCESS-CM2,centro,SNA_C,qm,Successful correction,12,0.6886761974077776,0.2720884484201222,60.491091539931105,0.9922943376656159,0.9944259013192068,3.307254000000004,3.166493530085546,3.109916538472376,0.9574388692509079,0.9403319304995541,0.04256113074909207,0.0596680695004459,1.214888034504629,1.2140055982048694,1.1877799414645849,0.9992736480443489,0.9776867560876938
ACCESS-CM2,centroleste,SNA_CE,qm,Successful correction,12,0.6224395627848294,0.27777955378321756,55.37244571337716,0.9911542142890238,0.9941987508383914,3.9460900999999993,3.9818512808229407,3.6294680215995534,1.0090624339324998,0.9197630894437899,0.009062433932499836,0.08023691055621007,1.4520016630656973,1.539156300527275,1.407687530384139,1.0600237862521196,0.9694806598306538
ACCESS-CM2,cbm,BMC,xgb,Successful correction,12,1.2628193287028375,0.1978869779815673,84.32974745604854,0.9627277997871806,0.9997018624480876,8.3468898,6.409529917893952,8.10067882537842,0.767894397970122,0.9705026685962022,0.23210560202987796,0.029497331403797844,3.067978233643266,2.412487125495859,3.023778107859736,0.7863442768402557,0.985593077128503
ACCESS-CM2,tna,TNA,qm,Successful correction,12,0.6281443110758792,0.25434483718364237,59.50853447227706,0.981293389753864,0.9859984122968733,3.2781283000000023,3.117383984815291,3.0133340254516057,0.9509646052643177,0.919223944179245,0.0490353947356823,0.08077605582075498,1.196401222303523,1.2204052040374977,1.1721720087034446,1.020063488139671,0.9797482540569225
ACCESS-CM2,tsa,TSA,linear,Successful correction,12,0.45328978249717594,0.07991730021521566,82.36949004785619,0.996156076241278,0.996156076241278,2.304991300000001,2.4928417005417884,2.100392646627082,1.0814972275781636,0.9112366917077218,0.08149722757816358,0.08876330829227819,0.8480532385494743,0.9434668350383066,0.7949364784054657,1.1125089701349757,0.9373662433801202
ACCESS-CM2,nat,NAT,qm,Successful correction,12,0.5871503719495692,0.25693048109514055,56.24111073249759,0.9822169114468179,0.9883535315881936,3.3465244999999975,3.5087300575555496,2.905683288994158,1.0484698550856426,0.8682689425982569,0.04846985508564261,0.13173105740174307,1.1942554120631568,1.375560043036215,1.1401942211095524,1.1518139496306257,0.9547323039882984
ACCESS-CM2,sat,SAT,xgb,Original already close,12,0.27366554256676273,0.10951454959004685,59.98233882026636,0.9741680534095186,0.9970839842128082,2.9691837999999997,3.32335696056116,2.843955802917481,1.1192830031475856,0.9578241006560394,0.11928300314758555,0.0421758993439606,1.0788616319911848,1.2385154468481476,1.0317701369154746,1.1479835876286564,0.9563507555748401
ACCESS-CM2,tasi,TASI,xgb,Successful correction,12,0.5070511164913617,0.140790966370855,72.23337809704763,0.9943915566642928,0.999020756245164,6.0679206699999995,6.830872924289418,5.8072507858276365,1.1257353706124538,0.957041316400011,0.12573537061245377,0.042958683599989,2.251212768754596,2.5702742308242583,2.174765425767886,1.1417287013018194,0.966041706920043
ACCESS-CM2,wtio,WTIO,xgb,Successful correction,12,0.3539945397750417,0.14212453452962256,59.8512071344545,0.9486171153808916,0.9973134310368504,2.256849199999998,1.546656579714984,2.3541154861450195,0.6853167591857646,1.0430982655575844,0.3146832408142354,0.04309826555758445,0.7366360798185996,0.46331219561617487,0.7363030783008296,0.6289566969490116,0.999547942970901
ACCESS-CM2,setio,SETIO,linear,Mean corrected but seasonal cycle degraded,12,0.42006877343165555,0.18245168198131476,56.56623545453818,0.9534403918553226,0.9534403918553224,1.5330629999999985,1.974890906928465,0.980409775055179,1.288199445768678,0.6395104278527236,0.28819944576867806,0.3604895721472764,0.46605038571048674,0.6691774002766496,0.33220471175170757,1.4358477555093079,0.7128085759338372
ACCESS-CM2,swio,SWIO,xgb,Original already close,12,0.24213210625025874,0.16805629369608552,30.593139299590128,0.9601678168865273,0.9981533942915329,2.454813699999999,1.9579907838138304,2.5439565658569343,0.7976127817006363,1.0363134953405773,0.20238721829936368,0.03631349534057726,0.7794212790174563,0.701010177394544,0.8010193247910959,0.8993983052120955,1.0277103619763452
ACCESS-CM2,dmi,DMI,xgb,Successful correction,12,0.3833699715925598,0.047500472012390056,87.60975675401284,0.2988769783123283,0.9860830702233224,1.5159111065,1.2272609061410082,1.4871994104236363,0.8095863279045171,0.9810597758976419,0.19041367209548288,0.018940224102358072,0.43850370972291697,0.42818433675482537,0.4375020859623801,0.9764668513873868,0.9977158146252177
BCC-CSM2-MR,nino12,Niño 1+2,xgb,Successful correction,12,2.295947015132787,0.11669070136617006,94.91753509131301,0.9724799187366778,0.9974610037369509,5.4309547000000045,5.180850329021364,5.595860099792482,0.9539483599488244,1.030363979981729,0.04605164005117557,0.030363979981729017,2.0656487893244067,2.068997840808292,2.023969554246033,1.0016213073109008,0.9798226904332537
BCC-CSM2-MR,nino3,Niño 3,xgb,Successful correction,12,0.6658115696183629,0.09227972172851591,86.14026461249242,0.58334062100769,0.9963759558359034,2.6185025000000017,1.7083145544486023,2.4780332565307646,0.6524013455968062,0.9463551234076587,0.3475986544031938,0.053644876592341295,0.9668606023094066,0.5655845903783537,0.9220655919163383,0.5849701487757591,0.9536696290177998
BCC-CSM2-MR,nino34,Niño 3.4,xgb,Successful correction,12,0.5277331572301188,0.09205704499918532,82.55613774916863,0.23425469431871865,0.9883748882640914,1.5769822999999974,0.7293533142156683,1.4960298538208008,0.4624993661727652,0.9486662303190108,0.5375006338272348,0.05133376968098924,0.5522065793066019,0.23198811224230081,0.5048265337071989,0.4201110977953306,0.9141986941573614
BCC-CSM2-MR,nino4,Niño 4,linear,Mean corrected but seasonal cycle degraded,12,0.3859363424140305,0.19596189851564874,49.22429505086053,0.7723938301211152,0.772393830121106,0.8691683999999995,0.7794888946235154,0.20921724742707326,0.8968214843332039,0.240709679996504,0.10317851566679614,0.7592903200034959,0.3075414675907781,0.3059700519727784,0.08212331504707432,0.9948903943578409,0.2670316809320476
BCC-CSM2-MR,norte,SNA_N,linear,Successful correction,12,0.32172500717106683,0.13236476837869157,58.85779301317696,0.9956916825558676,0.9956916825558674,4.5162473,4.7406055416256585,4.546812301499827,1.0496780239704009,1.0067677873839698,0.049678023970400886,0.00676778738396977,1.7028856930614535,1.753665340146114,1.6819765051694036,1.0298197625898005,0.9877213203579981
BCC-CSM2-MR,norteleste,SNA_NE,xgb,Successful correction,12,0.3704462562857911,0.061795211956787575,83.318710633935,0.9921112480584787,0.9996027573253107,4.413300799999998,4.282475621433534,4.413996315002443,0.9703566141318841,1.0001575951955155,0.02964338586811588,0.00015759519551550305,1.6374146717663176,1.5786260418270994,1.6356805554529124,0.9640966757212445,0.998940942484939
BCC-CSM2-MR,centro,SNA_C,qm,Successful correction,12,0.47362434742928744,0.12509220191798143,73.58830841426331,0.9954713334080344,0.9957703203008985,3.307254000000004,3.728532617122397,3.5499719035585358,1.1273801822062632,1.073389556277967,0.12738018220626324,0.07338955627796695,1.214888034504629,1.3810644491375537,1.2411181021874387,1.1367833165800199,1.021590522696608
BCC-CSM2-MR,centroleste,SNA_CE,linear,Successful correction,12,0.5194697349948688,0.1727088248056449,66.75286100982363,0.9889988926505211,0.9889988926505211,3.9460900999999993,4.056050131397061,3.778129448451029,1.0278655653090794,0.9574361843514495,0.027865565309079354,0.042563815648550496,1.4520016630656973,1.4764859524303044,1.3753170883959938,1.01686243892649,0.9471869925356732
BCC-CSM2-MR,cbm,BMC,xgb,Successful correction,12,1.653775709263546,0.09721711385447203,94.12150551553545,0.9766327612725358,0.9996921073247027,8.3468898,6.362353593107262,8.19329662322998,0.7622424334759113,0.981598753493784,0.23775756652408875,0.018401246506215996,3.067978233643266,2.362798746637399,2.9859649007145372,0.7701484713050077,0.9732679547627243
BCC-CSM2-MR,tna,TNA,qm,Original already close,12,0.17023096681322572,0.09069639913442451,46.72156257331551,0.9938275065227803,0.996071604384209,3.2781283000000023,3.335067005311238,3.325968560379984,1.0173692729815473,1.0145937730320016,0.017369272981547335,0.0145937730320016,1.196401222303523,1.2615250733721444,1.1928047024124135,1.0544331198051047,0.9969938848071512
BCC-CSM2-MR,tsa,TSA,linear,Successful correction,12,1.0199007879811701,0.08319424647472988,91.84290791269927,0.991502186130513,0.9915021861305128,2.304991300000001,2.618397675569156,2.2261844355412848,1.1359685720155017,0.9658103419051012,0.13596857201550172,0.03418965809489882,0.8480532385494743,1.0027992659737002,0.8525886417912526,1.18247206707082,1.0053480171239435
BCC-CSM2-MR,nat,NAT,qm,Original already close,12,0.2772075883250557,0.0990799732176401,64.25784235694941,0.9953770533045689,0.9956588233508961,3.3465244999999975,3.5062792124688187,3.3634786052709984,1.0477374997460265,1.0050661829223126,0.04773749974602648,0.005066182922312645,1.1942554120631568,1.322860691508455,1.1901112428946057,1.1076865787219872,0.9965299138469954
BCC-CSM2-MR,sat,SAT,xgb,Successful correction,12,0.659647503387839,0.0918509753712975,86.07574880529884,0.9671184895138873,0.9977672894746691,2.9691837999999997,3.8923056291615516,2.832664871215819,1.3109008708593763,0.9540213951106089,0.31090087085937634,0.045978604889391095,1.0788616319911848,1.4284960068934573,1.0312992580202536,1.3240771240117002,0.9559142965505703
BCC-CSM2-MR,tasi,TASI,xgb,Successful correction,12,0.9170838971553302,0.11335641869073539,87.63947125858914,0.9899294252378062,0.9995406367311072,6.0679206699999995,7.362372680365041,5.87332170009613,1.2133271149645801,0.9679298757371742,0.21332711496458012,0.03207012426282585,2.251212768754596,2.730054840138426,2.1977854134308865,1.21270404913736,0.9762673008676712
BCC-CSM2-MR,wtio,WTIO,linear,Successful correction,12,1.0536716145817044,0.07468176339238812,92.91223542905863,0.9944056236807095,0.9944056236807095,2.256849199999998,1.9095566938680797,2.2028922194858893,0.8461162109848019,0.9760918981586769,0.15388378901519806,0.02390810184132308,0.7366360798185996,0.6046830905205453,0.6975711586044222,0.8208708575195659,0.94696849328396
BCC-CSM2-MR,setio,SETIO,xgb,Successful correction,12,0.8121577868497679,0.12622414918009492,84.45817411051385,0.9192928897983002,0.9884951650354037,1.5330629999999985,3.1184076129336624,1.4207113265991218,2.0341027165443726,0.926714248924619,1.0341027165443726,0.07328575107538104,0.46605038571048674,1.0973395675205955,0.4739724188567753,2.354551355746049,1.016998233215088
BCC-CSM2-MR,swio,SWIO,linear,Successful correction,12,1.1242443062035514,0.08062877717656629,92.82818007334716,0.9931479625646104,0.9931479625646101,2.454813699999999,2.329822542663649,2.3682684332207202,0.9490832410881731,0.964744670123326,0.0509167589118269,0.03525532987667401,0.7794212790174563,0.7726389917873607,0.78538880151511,0.9912983037380692,1.0076563504978675
BCC-CSM2-MR,dmi,DMI,xgb,Successful correction,12,0.6238516966873875,0.05583798169718271,91.04947826644076,0.4096308290082468,0.987138220454325,1.5159111065,2.437994030355467,1.4808945462107659,1.6082697856765567,0.9769006506126326,0.6082697856765567,0.02309934938736735,0.43850370972291697,0.8417658264943345,0.4403441410433419,1.919632166911956,1.0041970712667125
