model,area,method,rmse,mae,r2,bias,corr,n
BCC-CSM2-MR,nino12,raw_historical,2.5131392636688106,2.301849815711196,-0.39425201052508463,2.2959470151327865,0.8798801699376015,120
BCC-CSM2-MR,nino3,raw_historical,1.1670741689715796,0.9241543137485402,-0.04327377827248746,0.3548781869980316,0.34984804619379906,120
BCC-CSM2-MR,nino34,raw_historical,1.0402267094493958,0.8179648044755227,-0.43933056270198145,0.3845468091800645,0.03673781538550548,120
BCC-CSM2-MR,nino4,raw_historical,0.8063904667188749,0.6892793897661903,-0.3167972516648683,0.3832746917224577,0.29124325903248316,120
BCC-CSM2-MR,norte,raw_historical,0.4665213946031707,0.38630696257768216,0.9200747012608026,0.32172500717106733,0.979666155009314,120
BCC-CSM2-MR,norteleste,raw_historical,0.5833019176993876,0.48843628413756385,0.8688907092207615,0.36999465298460155,0.9601674403476577,120
BCC-CSM2-MR,centro,raw_historical,0.6797076474093723,0.5349723744403289,0.6954386382538793,-0.4736243474292879,0.9304335680312028,120
BCC-CSM2-MR,centroleste,raw_historical,0.7467782138683488,0.6021274264524324,0.741928522177713,-0.5194697349948678,0.9317268612913981,120
BCC-CSM2-MR,cbm,raw_historical,1.9771230754825107,1.7199909255767871,0.5619579587860761,1.6537757092635457,0.9506436051014702,120
BCC-CSM2-MR,tna,raw_historical,0.4492720776432648,0.3209843279910299,0.8602459186421227,-0.13617850407607093,0.9372637261506976,120
