figure_id,filename,experiment,model,region,method,figure_type,period,description
MIROC6_setio_scatter_obs_model,figures/bias_diagnostics/scatter_obs_model/MIROC6_setio_scatter_obs_model.png,historical,MIROC6,SETIO,not applicable,scatter_obs_model,1981-2014,Scatter comparison between historical CMIP6 SST and NOAA OISST V2 SST.
MIROC6_sna_ce_scatter_obs_model,figures/bias_diagnostics/scatter_obs_model/MIROC6_sna_ce_scatter_obs_model.png,historical,MIROC6,SNA_CE,not applicable,scatter_obs_model,1981-2014,Scatter comparison between historical CMIP6 SST and NOAA OISST V2 SST.
MIROC6_sna_c_scatter_obs_model,figures/bias_diagnostics/scatter_obs_model/MIROC6_sna_c_scatter_obs_model.png,historical,MIROC6,SNA_C,not applicable,scatter_obs_model,1981-2014,Scatter comparison between historical CMIP6 SST and NOAA OISST V2 SST.
MIROC6_sna_ne_scatter_obs_model,figures/bias_diagnostics/scatter_obs_model/MIROC6_sna_ne_scatter_obs_model.png,historical,MIROC6,SNA_NE,not applicable,scatter_obs_model,1981-2014,Scatter comparison between historical CMIP6 SST and NOAA OISST V2 SST.
MIROC6_sna_n_scatter_obs_model,figures/bias_diagnostics/scatter_obs_model/MIROC6_sna_n_scatter_obs_model.png,historical,MIROC6,SNA_N,not applicable,scatter_obs_model,1981-2014,Scatter comparison between historical CMIP6 SST and NOAA OISST V2 SST.
MIROC6_swio_scatter_obs_model,figures/bias_diagnostics/scatter_obs_model/MIROC6_swio_scatter_obs_model.png,historical,MIROC6,SWIO,not applicable,scatter_obs_model,1981-2014,Scatter comparison between historical CMIP6 SST and NOAA OISST V2 SST.
MIROC6_tasi_scatter_obs_model,figures/bias_diagnostics/scatter_obs_model/MIROC6_tasi_scatter_obs_model.png,historical,MIROC6,TASI,not applicable,scatter_obs_model,1981-2014,Scatter comparison between historical CMIP6 SST and NOAA OISST V2 SST.
MIROC6_tna_scatter_obs_model,figures/bias_diagnostics/scatter_obs_model/MIROC6_tna_scatter_obs_model.png,historical,MIROC6,TNA,not applicable,scatter_obs_model,1981-2014,Scatter comparison between historical CMIP6 SST and NOAA OISST V2 SST.
MIROC6_tsa_scatter_obs_model,figures/bias_diagnostics/scatter_obs_model/MIROC6_tsa_scatter_obs_model.png,historical,MIROC6,TSA,not applicable,scatter_obs_model,1981-2014,Scatter comparison between historical CMIP6 SST and NOAA OISST V2 SST.
MIROC6_wtio_scatter_obs_model,figures/bias_diagnostics/scatter_obs_model/MIROC6_wtio_scatter_obs_model.png,historical,MIROC6,WTIO,not applicable,scatter_obs_model,1981-2014,Scatter comparison between historical CMIP6 SST and NOAA OISST V2 SST.
boxplot_quantile_bias_range_by_bias_type,figures/bias_diagnostics/summary/boxplot_quantile_bias_range_by_bias_type.png,historical,all models,all regions,not applicable,boxplot,1981-2014,Distribution of quantile bias range grouped by diagnosed SST bias type across models and regions.
heatmap_bias_type_by_model_area,figures/bias_diagnostics/summary/heatmap_bias_type_by_model_area.png,historical,all models,all regions,not applicable,heatmap,1981-2014,Heatmap showing the diagnosed SST bias type for each CMIP6 model and region.
ACCESS-CM2_ssp245_bmc_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp245_bmc_future_climatology_best_method.png,ssp245,ACCESS-CM2,BMC,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
ACCESS-CM2_ssp245_dmi_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp245_dmi_future_climatology_best_method.png,ssp245,ACCESS-CM2,DMI,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
ACCESS-CM2_ssp245_nat_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp245_nat_future_climatology_best_method.png,ssp245,ACCESS-CM2,NAT,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
ACCESS-CM2_ssp245_nino12_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp245_nino12_future_climatology_best_method.png,ssp245,ACCESS-CM2,Nino 1+2,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
ACCESS-CM2_ssp245_nino34_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp245_nino34_future_climatology_best_method.png,ssp245,ACCESS-CM2,Nino 3.4,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
ACCESS-CM2_ssp245_nino3_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp245_nino3_future_climatology_best_method.png,ssp245,ACCESS-CM2,Nino 3,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
ACCESS-CM2_ssp245_nino4_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp245_nino4_future_climatology_best_method.png,ssp245,ACCESS-CM2,Nino 4,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
ACCESS-CM2_ssp245_sat_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp245_sat_future_climatology_best_method.png,ssp245,ACCESS-CM2,SAT,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
ACCESS-CM2_ssp245_setio_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp245_setio_future_climatology_best_method.png,ssp245,ACCESS-CM2,SETIO,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
ACCESS-CM2_ssp245_sna_ce_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp245_sna_ce_future_climatology_best_method.png,ssp245,ACCESS-CM2,SNA_CE,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
ACCESS-CM2_ssp245_sna_c_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp245_sna_c_future_climatology_best_method.png,ssp245,ACCESS-CM2,SNA_C,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
ACCESS-CM2_ssp245_sna_ne_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp245_sna_ne_future_climatology_best_method.png,ssp245,ACCESS-CM2,SNA_NE,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
ACCESS-CM2_ssp245_sna_n_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp245_sna_n_future_climatology_best_method.png,ssp245,ACCESS-CM2,SNA_N,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
ACCESS-CM2_ssp245_swio_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp245_swio_future_climatology_best_method.png,ssp245,ACCESS-CM2,SWIO,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
ACCESS-CM2_ssp245_tasi_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp245_tasi_future_climatology_best_method.png,ssp245,ACCESS-CM2,TASI,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
ACCESS-CM2_ssp245_tna_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp245_tna_future_climatology_best_method.png,ssp245,ACCESS-CM2,TNA,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
ACCESS-CM2_ssp245_tsa_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp245_tsa_future_climatology_best_method.png,ssp245,ACCESS-CM2,TSA,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
ACCESS-CM2_ssp245_wtio_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp245_wtio_future_climatology_best_method.png,ssp245,ACCESS-CM2,WTIO,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
ACCESS-CM2_ssp585_bmc_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp585_bmc_future_climatology_best_method.png,ssp585,ACCESS-CM2,BMC,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
ACCESS-CM2_ssp585_dmi_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp585_dmi_future_climatology_best_method.png,ssp585,ACCESS-CM2,DMI,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
ACCESS-CM2_ssp585_nat_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp585_nat_future_climatology_best_method.png,ssp585,ACCESS-CM2,NAT,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
ACCESS-CM2_ssp585_nino12_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp585_nino12_future_climatology_best_method.png,ssp585,ACCESS-CM2,Nino 1+2,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
ACCESS-CM2_ssp585_nino34_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp585_nino34_future_climatology_best_method.png,ssp585,ACCESS-CM2,Nino 3.4,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
ACCESS-CM2_ssp585_nino3_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp585_nino3_future_climatology_best_method.png,ssp585,ACCESS-CM2,Nino 3,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
ACCESS-CM2_ssp585_nino4_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp585_nino4_future_climatology_best_method.png,ssp585,ACCESS-CM2,Nino 4,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
ACCESS-CM2_ssp585_sat_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp585_sat_future_climatology_best_method.png,ssp585,ACCESS-CM2,SAT,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
ACCESS-CM2_ssp585_setio_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp585_setio_future_climatology_best_method.png,ssp585,ACCESS-CM2,SETIO,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
ACCESS-CM2_ssp585_sna_ce_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp585_sna_ce_future_climatology_best_method.png,ssp585,ACCESS-CM2,SNA_CE,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
ACCESS-CM2_ssp585_sna_c_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp585_sna_c_future_climatology_best_method.png,ssp585,ACCESS-CM2,SNA_C,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
ACCESS-CM2_ssp585_sna_ne_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp585_sna_ne_future_climatology_best_method.png,ssp585,ACCESS-CM2,SNA_NE,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
ACCESS-CM2_ssp585_sna_n_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp585_sna_n_future_climatology_best_method.png,ssp585,ACCESS-CM2,SNA_N,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
ACCESS-CM2_ssp585_swio_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp585_swio_future_climatology_best_method.png,ssp585,ACCESS-CM2,SWIO,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
ACCESS-CM2_ssp585_tasi_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp585_tasi_future_climatology_best_method.png,ssp585,ACCESS-CM2,TASI,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
ACCESS-CM2_ssp585_tna_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp585_tna_future_climatology_best_method.png,ssp585,ACCESS-CM2,TNA,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
ACCESS-CM2_ssp585_tsa_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp585_tsa_future_climatology_best_method.png,ssp585,ACCESS-CM2,TSA,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
ACCESS-CM2_ssp585_wtio_future_climatology_best_method,figures/bias_removal/ssps_climatology/ACCESS-CM2_ssp585_wtio_future_climatology_best_method.png,ssp585,ACCESS-CM2,WTIO,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
BCC-CSM2-MR_ssp245_bmc_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp245_bmc_future_climatology_best_method.png,ssp245,BCC-CSM2-MR,BMC,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
BCC-CSM2-MR_ssp245_dmi_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp245_dmi_future_climatology_best_method.png,ssp245,BCC-CSM2-MR,DMI,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
BCC-CSM2-MR_ssp245_nat_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp245_nat_future_climatology_best_method.png,ssp245,BCC-CSM2-MR,NAT,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
BCC-CSM2-MR_ssp245_nino12_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp245_nino12_future_climatology_best_method.png,ssp245,BCC-CSM2-MR,Nino 1+2,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
BCC-CSM2-MR_ssp245_nino34_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp245_nino34_future_climatology_best_method.png,ssp245,BCC-CSM2-MR,Nino 3.4,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
BCC-CSM2-MR_ssp245_nino3_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp245_nino3_future_climatology_best_method.png,ssp245,BCC-CSM2-MR,Nino 3,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
BCC-CSM2-MR_ssp245_nino4_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp245_nino4_future_climatology_best_method.png,ssp245,BCC-CSM2-MR,Nino 4,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
BCC-CSM2-MR_ssp245_sat_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp245_sat_future_climatology_best_method.png,ssp245,BCC-CSM2-MR,SAT,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
BCC-CSM2-MR_ssp245_setio_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp245_setio_future_climatology_best_method.png,ssp245,BCC-CSM2-MR,SETIO,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
BCC-CSM2-MR_ssp245_sna_ce_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp245_sna_ce_future_climatology_best_method.png,ssp245,BCC-CSM2-MR,SNA_CE,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
BCC-CSM2-MR_ssp245_sna_c_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp245_sna_c_future_climatology_best_method.png,ssp245,BCC-CSM2-MR,SNA_C,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
BCC-CSM2-MR_ssp245_sna_ne_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp245_sna_ne_future_climatology_best_method.png,ssp245,BCC-CSM2-MR,SNA_NE,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
BCC-CSM2-MR_ssp245_sna_n_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp245_sna_n_future_climatology_best_method.png,ssp245,BCC-CSM2-MR,SNA_N,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
BCC-CSM2-MR_ssp245_swio_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp245_swio_future_climatology_best_method.png,ssp245,BCC-CSM2-MR,SWIO,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
BCC-CSM2-MR_ssp245_tasi_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp245_tasi_future_climatology_best_method.png,ssp245,BCC-CSM2-MR,TASI,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
BCC-CSM2-MR_ssp245_tna_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp245_tna_future_climatology_best_method.png,ssp245,BCC-CSM2-MR,TNA,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
BCC-CSM2-MR_ssp245_tsa_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp245_tsa_future_climatology_best_method.png,ssp245,BCC-CSM2-MR,TSA,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
BCC-CSM2-MR_ssp245_wtio_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp245_wtio_future_climatology_best_method.png,ssp245,BCC-CSM2-MR,WTIO,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
BCC-CSM2-MR_ssp585_bmc_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp585_bmc_future_climatology_best_method.png,ssp585,BCC-CSM2-MR,BMC,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
BCC-CSM2-MR_ssp585_dmi_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp585_dmi_future_climatology_best_method.png,ssp585,BCC-CSM2-MR,DMI,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
BCC-CSM2-MR_ssp585_nat_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp585_nat_future_climatology_best_method.png,ssp585,BCC-CSM2-MR,NAT,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
BCC-CSM2-MR_ssp585_nino12_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp585_nino12_future_climatology_best_method.png,ssp585,BCC-CSM2-MR,Nino 1+2,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
BCC-CSM2-MR_ssp585_nino34_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp585_nino34_future_climatology_best_method.png,ssp585,BCC-CSM2-MR,Nino 3.4,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
BCC-CSM2-MR_ssp585_nino3_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp585_nino3_future_climatology_best_method.png,ssp585,BCC-CSM2-MR,Nino 3,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
BCC-CSM2-MR_ssp585_nino4_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp585_nino4_future_climatology_best_method.png,ssp585,BCC-CSM2-MR,Nino 4,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
BCC-CSM2-MR_ssp585_sat_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp585_sat_future_climatology_best_method.png,ssp585,BCC-CSM2-MR,SAT,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
BCC-CSM2-MR_ssp585_setio_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp585_setio_future_climatology_best_method.png,ssp585,BCC-CSM2-MR,SETIO,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
BCC-CSM2-MR_ssp585_sna_ce_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp585_sna_ce_future_climatology_best_method.png,ssp585,BCC-CSM2-MR,SNA_CE,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
BCC-CSM2-MR_ssp585_sna_c_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp585_sna_c_future_climatology_best_method.png,ssp585,BCC-CSM2-MR,SNA_C,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
BCC-CSM2-MR_ssp585_sna_ne_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp585_sna_ne_future_climatology_best_method.png,ssp585,BCC-CSM2-MR,SNA_NE,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
BCC-CSM2-MR_ssp585_sna_n_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp585_sna_n_future_climatology_best_method.png,ssp585,BCC-CSM2-MR,SNA_N,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
BCC-CSM2-MR_ssp585_swio_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp585_swio_future_climatology_best_method.png,ssp585,BCC-CSM2-MR,SWIO,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
BCC-CSM2-MR_ssp585_tasi_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp585_tasi_future_climatology_best_method.png,ssp585,BCC-CSM2-MR,TASI,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
BCC-CSM2-MR_ssp585_tna_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp585_tna_future_climatology_best_method.png,ssp585,BCC-CSM2-MR,TNA,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
BCC-CSM2-MR_ssp585_tsa_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp585_tsa_future_climatology_best_method.png,ssp585,BCC-CSM2-MR,TSA,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
BCC-CSM2-MR_ssp585_wtio_future_climatology_best_method,figures/bias_removal/ssps_climatology/BCC-CSM2-MR_ssp585_wtio_future_climatology_best_method.png,ssp585,BCC-CSM2-MR,WTIO,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP585.
CMCC-ESM2_ssp245_bmc_future_climatology_best_method,figures/bias_removal/ssps_climatology/CMCC-ESM2_ssp245_bmc_future_climatology_best_method.png,ssp245,CMCC-ESM2,BMC,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
CMCC-ESM2_ssp245_dmi_future_climatology_best_method,figures/bias_removal/ssps_climatology/CMCC-ESM2_ssp245_dmi_future_climatology_best_method.png,ssp245,CMCC-ESM2,DMI,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
CMCC-ESM2_ssp245_nat_future_climatology_best_method,figures/bias_removal/ssps_climatology/CMCC-ESM2_ssp245_nat_future_climatology_best_method.png,ssp245,CMCC-ESM2,NAT,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
CMCC-ESM2_ssp245_nino12_future_climatology_best_method,figures/bias_removal/ssps_climatology/CMCC-ESM2_ssp245_nino12_future_climatology_best_method.png,ssp245,CMCC-ESM2,Nino 1+2,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
CMCC-ESM2_ssp245_nino34_future_climatology_best_method,figures/bias_removal/ssps_climatology/CMCC-ESM2_ssp245_nino34_future_climatology_best_method.png,ssp245,CMCC-ESM2,Nino 3.4,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
CMCC-ESM2_ssp245_nino3_future_climatology_best_method,figures/bias_removal/ssps_climatology/CMCC-ESM2_ssp245_nino3_future_climatology_best_method.png,ssp245,CMCC-ESM2,Nino 3,best selected method,climatology,2015-2050,Projected monthly climatology comparison between original CMIP6 SST and bias-corrected SST using the selected method under SSP245.
