figure_id,filename,experiment,model,region,method,figure_type,period,description
ACCESS-CM2_nino4_test_climatology_best_method,figures/bias_removal/historical_test_climatology/ACCESS-CM2_nino4_test_climatology_best_method.png,historical,ACCESS-CM2,Nino 4,best selected method,climatology,1981-2014,"Monthly climatology comparison between original CMIP6 SST, bias-corrected SST using the selected method, and NOAA OISST V2 during the historical validation period."
ACCESS-CM2_sat_test_climatology_best_method,figures/bias_removal/historical_test_climatology/ACCESS-CM2_sat_test_climatology_best_method.png,historical,ACCESS-CM2,SAT,best selected method,climatology,1981-2014,"Monthly climatology comparison between original CMIP6 SST, bias-corrected SST using the selected method, and NOAA OISST V2 during the historical validation period."
ACCESS-CM2_setio_test_climatology_best_method,figures/bias_removal/historical_test_climatology/ACCESS-CM2_setio_test_climatology_best_method.png,historical,ACCESS-CM2,SETIO,best selected method,climatology,1981-2014,"Monthly climatology comparison between original CMIP6 SST, bias-corrected SST using the selected method, and NOAA OISST V2 during the historical validation period."
ACCESS-CM2_sna_ce_test_climatology_best_method,figures/bias_removal/historical_test_climatology/ACCESS-CM2_sna_ce_test_climatology_best_method.png,historical,ACCESS-CM2,SNA_CE,best selected method,climatology,1981-2014,"Monthly climatology comparison between original CMIP6 SST, bias-corrected SST using the selected method, and NOAA OISST V2 during the historical validation period."
ACCESS-CM2_sna_c_test_climatology_best_method,figures/bias_removal/historical_test_climatology/ACCESS-CM2_sna_c_test_climatology_best_method.png,historical,ACCESS-CM2,SNA_C,best selected method,climatology,1981-2014,"Monthly climatology comparison between original CMIP6 SST, bias-corrected SST using the selected method, and NOAA OISST V2 during the historical validation period."
ACCESS-CM2_sna_ne_test_climatology_best_method,figures/bias_removal/historical_test_climatology/ACCESS-CM2_sna_ne_test_climatology_best_method.png,historical,ACCESS-CM2,SNA_NE,best selected method,climatology,1981-2014,"Monthly climatology comparison between original CMIP6 SST, bias-corrected SST using the selected method, and NOAA OISST V2 during the historical validation period."
ACCESS-CM2_sna_n_test_climatology_best_method,figures/bias_removal/historical_test_climatology/ACCESS-CM2_sna_n_test_climatology_best_method.png,historical,ACCESS-CM2,SNA_N,best selected method,climatology,1981-2014,"Monthly climatology comparison between original CMIP6 SST, bias-corrected SST using the selected method, and NOAA OISST V2 during the historical validation period."
ACCESS-CM2_swio_test_climatology_best_method,figures/bias_removal/historical_test_climatology/ACCESS-CM2_swio_test_climatology_best_method.png,historical,ACCESS-CM2,SWIO,best selected method,climatology,1981-2014,"Monthly climatology comparison between original CMIP6 SST, bias-corrected SST using the selected method, and NOAA OISST V2 during the historical validation period."
ACCESS-CM2_tasi_test_climatology_best_method,figures/bias_removal/historical_test_climatology/ACCESS-CM2_tasi_test_climatology_best_method.png,historical,ACCESS-CM2,TASI,best selected method,climatology,1981-2014,"Monthly climatology comparison between original CMIP6 SST, bias-corrected SST using the selected method, and NOAA OISST V2 during the historical validation period."
ACCESS-CM2_tna_test_climatology_best_method,figures/bias_removal/historical_test_climatology/ACCESS-CM2_tna_test_climatology_best_method.png,historical,ACCESS-CM2,TNA,best selected method,climatology,1981-2014,"Monthly climatology comparison between original CMIP6 SST, bias-corrected SST using the selected method, and NOAA OISST V2 during the historical validation period."
ACCESS-CM2_tsa_test_climatology_best_method,figures/bias_removal/historical_test_climatology/ACCESS-CM2_tsa_test_climatology_best_method.png,historical,ACCESS-CM2,TSA,best selected method,climatology,1981-2014,"Monthly climatology comparison between original CMIP6 SST, bias-corrected SST using the selected method, and NOAA OISST V2 during the historical validation period."
ACCESS-CM2_wtio_test_climatology_best_method,figures/bias_removal/historical_test_climatology/ACCESS-CM2_wtio_test_climatology_best_method.png,historical,ACCESS-CM2,WTIO,best selected method,climatology,1981-2014,"Monthly climatology comparison between original CMIP6 SST, bias-corrected SST using the selected method, and NOAA OISST V2 during the historical validation period."
BCC-CSM2-MR_bmc_test_climatology_best_method,figures/bias_removal/historical_test_climatology/BCC-CSM2-MR_bmc_test_climatology_best_method.png,historical,BCC-CSM2-MR,BMC,best selected method,climatology,1981-2014,"Monthly climatology comparison between original CMIP6 SST, bias-corrected SST using the selected method, and NOAA OISST V2 during the historical validation period."
BCC-CSM2-MR_dmi_test_climatology_best_method,figures/bias_removal/historical_test_climatology/BCC-CSM2-MR_dmi_test_climatology_best_method.png,historical,BCC-CSM2-MR,DMI,best selected method,climatology,1981-2014,"Monthly climatology comparison between original CMIP6 SST, bias-corrected SST using the selected method, and NOAA OISST V2 during the historical validation period."
BCC-CSM2-MR_nat_test_climatology_best_method,figures/bias_removal/historical_test_climatology/BCC-CSM2-MR_nat_test_climatology_best_method.png,historical,BCC-CSM2-MR,NAT,best selected method,climatology,1981-2014,"Monthly climatology comparison between original CMIP6 SST, bias-corrected SST using the selected method, and NOAA OISST V2 during the historical validation period."
BCC-CSM2-MR_nino12_test_climatology_best_method,figures/bias_removal/historical_test_climatology/BCC-CSM2-MR_nino12_test_climatology_best_method.png,historical,BCC-CSM2-MR,Nino 1+2,best selected method,climatology,1981-2014,"Monthly climatology comparison between original CMIP6 SST, bias-corrected SST using the selected method, and NOAA OISST V2 during the historical validation period."
BCC-CSM2-MR_nino34_test_climatology_best_method,figures/bias_removal/historical_test_climatology/BCC-CSM2-MR_nino34_test_climatology_best_method.png,historical,BCC-CSM2-MR,Nino 3.4,best selected method,climatology,1981-2014,"Monthly climatology comparison between original CMIP6 SST, bias-corrected SST using the selected method, and NOAA OISST V2 during the historical validation period."
BCC-CSM2-MR_nino3_test_climatology_best_method,figures/bias_removal/historical_test_climatology/BCC-CSM2-MR_nino3_test_climatology_best_method.png,historical,BCC-CSM2-MR,Nino 3,best selected method,climatology,1981-2014,"Monthly climatology comparison between original CMIP6 SST, bias-corrected SST using the selected method, and NOAA OISST V2 during the historical validation period."
BCC-CSM2-MR_nino4_test_climatology_best_method,figures/bias_removal/historical_test_climatology/BCC-CSM2-MR_nino4_test_climatology_best_method.png,historical,BCC-CSM2-MR,Nino 4,best selected method,climatology,1981-2014,"Monthly climatology comparison between original CMIP6 SST, bias-corrected SST using the selected method, and NOAA OISST V2 during the historical validation period."
BCC-CSM2-MR_sat_test_climatology_best_method,figures/bias_removal/historical_test_climatology/BCC-CSM2-MR_sat_test_climatology_best_method.png,historical,BCC-CSM2-MR,SAT,best selected method,climatology,1981-2014,"Monthly climatology comparison between original CMIP6 SST, bias-corrected SST using the selected method, and NOAA OISST V2 during the historical validation period."
BCC-CSM2-MR_setio_test_climatology_best_method,figures/bias_removal/historical_test_climatology/BCC-CSM2-MR_setio_test_climatology_best_method.png,historical,BCC-CSM2-MR,SETIO,best selected method,climatology,1981-2014,"Monthly climatology comparison between original CMIP6 SST, bias-corrected SST using the selected method, and NOAA OISST V2 during the historical validation period."
BCC-CSM2-MR_sna_ce_test_climatology_best_method,figures/bias_removal/historical_test_climatology/BCC-CSM2-MR_sna_ce_test_climatology_best_method.png,historical,BCC-CSM2-MR,SNA_CE,best selected method,climatology,1981-2014,"Monthly climatology comparison between original CMIP6 SST, bias-corrected SST using the selected method, and NOAA OISST V2 during the historical validation period."
BCC-CSM2-MR_sna_c_test_climatology_best_method,figures/bias_removal/historical_test_climatology/BCC-CSM2-MR_sna_c_test_climatology_best_method.png,historical,BCC-CSM2-MR,SNA_C,best selected method,climatology,1981-2014,"Monthly climatology comparison between original CMIP6 SST, bias-corrected SST using the selected method, and NOAA OISST V2 during the historical validation period."
BCC-CSM2-MR_sna_ne_test_climatology_best_method,figures/bias_removal/historical_test_climatology/BCC-CSM2-MR_sna_ne_test_climatology_best_method.png,historical,BCC-CSM2-MR,SNA_NE,best selected method,climatology,1981-2014,"Monthly climatology comparison between original CMIP6 SST, bias-corrected SST using the selected method, and NOAA OISST V2 during the historical validation period."
BCC-CSM2-MR_sna_n_test_climatology_best_method,figures/bias_removal/historical_test_climatology/BCC-CSM2-MR_sna_n_test_climatology_best_method.png,historical,BCC-CSM2-MR,SNA_N,best selected method,climatology,1981-2014,"Monthly climatology comparison between original CMIP6 SST, bias-corrected SST using the selected method, and NOAA OISST V2 during the historical validation period."
BCC-CSM2-MR_swio_test_climatology_best_method,figures/bias_removal/historical_test_climatology/BCC-CSM2-MR_swio_test_climatology_best_method.png,historical,BCC-CSM2-MR,SWIO,best selected method,climatology,1981-2014,"Monthly climatology comparison between original CMIP6 SST, bias-corrected SST using the selected method, and NOAA OISST V2 during the historical validation period."
BCC-CSM2-MR_tasi_test_climatology_best_method,figures/bias_removal/historical_test_climatology/BCC-CSM2-MR_tasi_test_climatology_best_method.png,historical,BCC-CSM2-MR,TASI,best selected method,climatology,1981-2014,"Monthly climatology comparison between original CMIP6 SST, bias-corrected SST using the selected method, and NOAA OISST V2 during the historical validation period."
BCC-CSM2-MR_tna_test_climatology_best_method,figures/bias_removal/historical_test_climatology/BCC-CSM2-MR_tna_test_climatology_best_method.png,historical,BCC-CSM2-MR,TNA,best selected method,climatology,1981-2014,"Monthly climatology comparison between original CMIP6 SST, bias-corrected SST using the selected method, and NOAA OISST V2 during the historical validation period."
BCC-CSM2-MR_tsa_test_climatology_best_method,figures/bias_removal/historical_test_climatology/BCC-CSM2-MR_tsa_test_climatology_best_method.png,historical,BCC-CSM2-MR,TSA,best selected method,climatology,1981-2014,"Monthly climatology comparison between original CMIP6 SST, bias-corrected SST using the selected method, and NOAA OISST V2 during the historical validation period."
