time,nino12,nino3,nino34,nino4,norte,norteleste,centro,centroleste,cbm,tna,tsa,nat,sat,tasi,wtio,setio,swio,dmi
1928-10-01,0.0,20.266546,24.61261,26.57827,27.920586,26.134584,25.024908,27.387484,27.003948,12.656302,26.794884,26.911758,26.78822,24.542875,2.2453442,27.22442,27.872137,27.094963,-0.6477165
1928-11-01,0.0,21.003859,24.508049,26.446012,28.008827,24.89373,23.793324,26.54751,25.928696,15.118014,25.969141,27.661846,25.984276,24.984833,0.99944305,27.823929,28.035837,27.695059,-0.21190834
1928-12-01,0.0,21.963194,24.908876,26.531206,27.632055,23.336939,22.246418,25.610664,24.858057,16.924747,24.913614,28.173319,24.94877,25.363325,-0.4145546,27.562428,28.258408,27.873512,-0.6959801
1929-01-01,0.0,23.951775,25.221853,26.407072,27.407633,22.380396,21.433931,24.705618,23.858871,18.717207,24.025137,28.153776,24.227945,26.079016,-1.8510704,27.210394,28.168095,27.643478,-0.9577007
1929-02-01,0.0,25.998463,26.253428,26.666616,27.37901,21.712551,20.833042,24.184134,23.304543,19.447762,23.543343,28.30919,23.82101,26.571953,-2.7509422,27.380514,28.209736,27.74185,-0.8292217
1929-03-01,0.0,26.672352,26.981806,27.09981,27.654055,21.63715,20.742514,24.214285,23.365902,17.613316,23.43963,28.414751,23.744938,26.931566,-3.1866283,28.241611,28.495306,28.39136,-0.25369453
1929-04-01,0.0,26.244905,27.565025,27.60772,27.972445,22.108292,21.247099,24.63111,23.735912,16.395962,23.906874,28.268848,24.131952,26.993471,-2.8615189,29.2533,28.950779,29.068926,0.30252075
1929-05-01,0.0,24.706253,27.033657,27.685238,28.203056,22.708084,21.554226,24.72653,23.807985,14.314031,24.313879,27.600985,24.385181,26.26796,-1.8827782,28.555204,28.82508,28.15715,-0.26987648
1929-06-01,0.0,23.466047,26.564842,27.795048,28.553652,23.964233,22.531822,25.399849,24.5303,11.4353485,25.001076,26.793304,24.993752,25.299212,-0.30545998,27.318178,28.396801,26.94079,-1.0786228
1929-07-01,0.0,21.781012,25.418095,27.178242,28.453934,25.113792,23.761772,26.243343,25.650152,10.271594,25.830511,26.04897,25.875805,24.491484,1.3843212,26.422514,27.905846,26.181402,-1.4833317
1929-08-01,0.0,20.850786,25.006577,26.952799,28.214666,25.613888,24.361105,26.814718,26.362003,10.0752325,26.211195,25.889809,26.268646,24.298624,1.9700222,26.263266,27.614763,26.174488,-1.3514977
1929-09-01,0.0,20.965319,25.242565,27.018444,28.294563,26.363834,25.396759,27.289114,26.869337,10.394603,26.6578,26.206627,26.646807,24.146149,2.500658,26.828796,27.49376,26.769068,-0.66496277
1929-10-01,0.0,20.916117,25.14496,27.10324,28.441238,25.893364,25.066862,27.530725,27.170864,11.703358,26.747822,26.888433,26.839396,24.629065,2.210331,27.398823,27.670351,27.2513,-0.27152824
1929-11-01,0.0,21.65479,25.052364,26.802277,28.246447,24.661129,23.69915,26.63253,26.048037,14.544313,25.844267,27.625002,25.986853,25.27557,0.71128273,27.675253,27.961721,27.660212,-0.2864685
1929-12-01,0.0,22.56472,25.506485,27.183037,28.536795,23.58409,22.57867,25.542536,24.780182,15.997064,24.773336,28.121645,24.889929,25.503801,-0.6138725,27.857973,28.206242,28.194784,-0.3482685
1930-01-01,0.0,23.892202,25.530117,26.895365,28.255054,22.333797,21.328491,24.616499,23.747253,18.87442,23.757639,28.19111,23.832287,25.84572,-2.0134335,27.299198,28.395496,27.768427,-1.0962982
1930-02-01,0.0,26.011879,26.287407,27.118446,28.227133,21.751783,20.705078,23.876574,22.925556,19.196058,23.291288,28.265743,23.402699,26.439302,-3.036604,27.532803,28.513422,27.946964,-0.98061943
1930-03-01,0.0,26.66482,27.11797,27.532013,28.37341,21.721636,20.776459,24.158157,23.182632,18.185211,23.449596,28.505816,23.589285,26.926466,-3.337181,28.498857,28.83515,28.745102,-0.33629227
1930-04-01,0.0,26.334661,27.768192,28.17086,28.736813,21.899372,20.863749,24.348497,23.303112,16.577402,23.503925,28.453852,23.63372,27.206831,-3.5731106,29.471972,29.192196,29.469519,0.27977562
1930-05-01,0.0,24.72695,26.927599,27.805738,28.497215,22.750027,21.50505,24.774567,23.671732,15.201888,24.159473,27.802433,24.091078,26.325447,-2.2343693,28.69742,29.050335,28.395754,-0.3529148
1930-06-01,0.0,23.560078,26.657969,27.93825,28.6811,23.940557,22.565107,25.249832,24.291546,13.011909,24.795864,26.973598,24.651997,25.474154,-0.8221569,27.424047,28.394276,27.316257,-0.9702282
1930-07-01,0.0,22.59981,26.327353,27.843552,28.786592,25.078259,23.671612,25.93082,25.099178,10.35533,25.371782,26.21703,25.27974,24.780111,0.49962807,26.573381,28.07354,26.520035,-1.5001583
1930-08-01,0.0,21.88982,25.89473,27.53569,28.509352,25.957386,24.6896,26.894499,26.305267,10.088333,26.34612,26.043581,26.186579,24.405043,1.7815361,26.477818,27.672556,26.499876,-1.1947384
1930-09-01,0.0,21.792864,26.168808,28.008348,29.055504,26.792154,25.738514,27.617989,27.154602,10.6093235,27.027224,26.10515,26.962599,24.239016,2.7235832,26.689835,27.851376,26.572767,-1.161541
1930-10-01,0.0,22.812878,26.276785,27.84315,28.920294,26.443996,25.587746,27.758003,27.373089,11.602245,27.319294,26.858196,27.35599,24.569609,2.7863808,27.51306,27.845787,27.341032,-0.33272743
1930-11-01,0.0,23.336254,26.743887,28.41322,29.472593,25.166887,24.371056,27.354958,26.894506,13.922978,26.86534,27.658587,26.9721,25.239109,1.7329903,28.056095,27.949297,28.168493,0.10679817
1930-12-01,0.0,24.329842,26.67211,27.97639,28.814394,23.712946,22.779394,26.052515,25.312473,16.867714,25.453815,28.04791,25.525467,25.6385,-0.113033295,27.784431,28.222265,28.127548,-0.4378338
1931-01-01,0.0,25.913637,27.148438,28.045748,28.827772,22.574263,21.63759,25.222872,24.37865,19.264,24.445984,28.450035,24.576908,26.089151,-1.5122433,27.745325,28.476183,28.268871,-0.73085785
1931-02-01,0.0,27.01219,27.522465,28.07579,28.896648,21.875607,20.851866,24.508337,23.409891,19.902018,23.713833,28.658028,23.795757,26.809322,-3.013565,28.15453,28.955748,28.699076,-0.80121803
1931-03-01,0.0,27.322815,28.261703,28.434408,28.686394,21.962328,21.008873,24.773727,23.819586,19.578928,24.21801,28.81747,24.301771,27.513983,-3.2122116,28.696083,29.259834,28.991642,-0.5637512
1931-04-01,0.0,26.269632,28.344707,28.728952,28.974506,22.277475,21.421291,25.258402,24.334476,16.705763,24.687145,28.671087,24.784212,27.316637,-2.532425,29.497606,29.497366,29.479477,0.00024032593
1931-05-01,0.0,24.292747,27.397104,28.478365,29.153439,23.264275,22.129627,25.917881,24.86165,13.732973,25.10567,28.193565,25.142975,26.737469,-1.5944939,29.26199,29.428871,28.809208,-0.16688156
1931-06-01,0.0,22.797115,26.561882,28.140944,29.167742,24.730925,23.464626,26.53062,25.558939,11.026923,25.89184,27.220718,25.799692,25.995401,-0.19570923,27.932812,29.044376,27.68282,-1.1115646
1931-07-01,0.0,22.04575,25.845676,27.599186,28.846321,25.334642,24.03666,26.800295,26.05409,9.618,26.251877,26.667765,26.179506,25.193985,0.9855213,27.113794,28.622051,26.856627,-1.5082569
1931-08-01,0.0,20.645226,24.783922,26.987144,28.589573,25.975231,24.528673,27.202093,26.508034,9.496584,26.6415,26.15795,26.610596,24.425663,2.1849327,26.64202,28.008589,26.54808,-1.3665695
1931-09-01,0.0,20.345932,24.350252,26.294786,27.798414,26.556778,25.324335,27.662138,27.050161,9.698415,27.100327,26.36898,27.102455,24.461155,2.6413002,26.70615,28.076605,26.589796,-1.3704548
1931-10-01,0.0,21.12444,24.807354,26.486296,27.806793,26.242672,25.312782,27.698893,27.302776,12.362042,27.268505,26.894156,27.383223,24.96632,2.4169025,27.408333,27.920177,27.24839,-0.51184464
1931-11-01,0.0,21.537937,24.463577,26.345371,27.996817,25.099005,24.265976,27.169794,26.710348,14.273601,26.575796,27.701576,26.714775,25.37033,1.3444443,27.915554,28.105352,27.929928,-0.18979836
1931-12-01,0.0,22.674078,24.719242,26.284378,27.563831,23.718008,22.928541,26.221601,25.56723,16.13815,25.456165,28.18641,25.607586,25.6919,-0.08431435,27.296623,28.432823,27.633755,-1.1362
1932-01-01,0.0,25.331633,25.326336,26.137173,27.200191,22.584095,21.799988,25.039186,24.253645,18.00301,24.501156,28.160664,24.581354,26.03052,-1.4491653,27.16904,28.268417,27.592695,-1.0993767
1932-02-01,0.0,27.242117,26.321842,26.549824,27.352665,22.0322,21.40018,24.70966,24.006027,19.326818,24.351677,28.252449,24.5297,26.503242,-1.9735432,27.293758,28.340734,27.672562,-1.0469761
1932-03-01,0.0,27.551132,27.437344,27.495401,27.996946,22.007442,21.291592,24.99897,24.28127,18.866909,24.549545,28.602734,24.774359,26.614489,-1.8401299,28.311695,28.765322,28.593464,-0.45362663
1932-04-01,0.0,26.206808,27.72793,28.019571,28.34362,22.176453,21.362415,25.18133,24.420366,17.313246,24.915007,28.506502,25.178774,26.647383,-1.4686089,29.174278,28.775036,29.20588,0.3992424
1932-05-01,0.0,25.850254,27.497005,28.12889,28.685629,22.962254,21.933865,25.563478,24.55892,14.293923,25.314732,27.799519,25.31343,26.346628,-1.0331974,28.849388,29.136614,28.420347,-0.28722572
1932-06-01,0.0,24.386406,26.858501,27.85772,28.520065,24.60871,23.301193,26.1475,25.160175,11.354154,25.829512,26.888454,25.74091,25.67499,0.065919876,27.48721,28.714766,27.140423,-1.2275562
1932-07-01,0.0,22.685299,25.630997,27.088055,28.081322,25.312016,23.894796,26.339478,25.565464,11.094482,26.25477,26.174576,26.046711,24.96669,1.0800209,26.755415,28.095667,26.529669,-1.3402519
1932-08-01,0.0,21.414707,25.129183,26.940945,28.184788,26.123234,24.80793,27.048567,26.453651,10.937952,26.769497,25.969118,26.614923,24.380816,2.234108,26.552853,27.906189,26.503778,-1.3533363
1932-09-01,0.0,20.547089,24.807653,26.74497,28.182936,26.621187,25.62238,27.770634,27.268494,11.111803,27.33562,26.203506,27.231575,24.25151,2.9800644,26.7676,27.530893,26.745981,-0.7632942
1932-10-01,0.0,21.275434,24.806704,26.713057,28.248764,25.98313,24.962376,27.718967,27.294308,12.211607,27.25752,26.810707,27.350103,24.284487,3.0656166,27.263859,27.90792,27.058744,-0.64406204
1932-11-01,0.0,21.481205,24.695364,26.573872,28.106218,24.791502,23.939339,27.068817,26.616343,15.141228,26.56027,27.366537,26.788607,24.715527,2.07308,27.555134,27.874632,27.539568,-0.31949806
1932-12-01,0.0,22.606472,24.683544,26.149284,27.46855,23.323797,22.39856,25.919022,25.339762,17.465977,25.3888,27.79739,25.63434,25.425388,0.20895195,27.533844,27.890944,27.852858,-0.35709953
1933-01-01,0.0,24.05076,25.279999,26.328188,27.532072,22.37605,21.300713,24.772066,23.861654,18.743675,24.201242,28.233591,24.30474,26.093937,-1.789196,27.497522,28.360231,28.020847,-0.86270905
1933-02-01,0.0,26.467363,26.294088,26.652729,27.529547,21.978903,21.295944,24.676584,23.903257,19.102018,24.171242,28.367128,24.369753,26.731121,-2.3613682,27.748835,28.30817,28.107224,-0.5593357
1933-03-01,0.0,26.816402,26.93359,27.040894,27.62211,21.813658,20.946629,24.572119,23.766022,18.500563,24.007235,28.580528,24.295061,26.862011,-2.5669498,28.441097,28.41772,28.607616,0.023376465
1933-04-01,0.0,25.5385,27.4325,27.769106,28.203506,22.503353,21.695744,25.026306,24.155943,17.070572,24.578527,28.438946,24.797943,26.906363,-2.1084194,29.322569,28.620354,29.26435,0.7022152
1933-05-01,0.0,23.733624,26.53559,27.447166,28.03084,23.28039,22.35193,25.461594,24.552795,15.827478,25.362167,27.934633,25.468048,26.53911,-1.0710621,28.893074,29.146164,28.571663,-0.2530899
1933-06-01,0.0,22.665974,25.688902,26.811344,27.535133,24.286308,23.09095,25.96342,25.149332,13.030662,25.79674,27.041264,25.824553,25.41278,0.41177177,27.521582,28.66035,27.232782,-1.1387691
1933-07-01,0.0,20.832623,24.857204,26.534912,27.7405,25.22627,23.86336,26.550642,25.847338,10.722157,26.16047,26.401144,26.162949,24.57003,1.5929184,26.763805,28.327648,26.638054,-1.5638428
1933-08-01,0.0,20.31388,24.100342,25.9015,27.291945,26.073744,24.82072,27.10698,26.561182,11.089544,26.507915,26.155615,26.460106,24.107027,2.3530788,26.4623,27.957508,26.462482,-1.4952087
1933-09-01,0.0,20.057688,24.155424,25.95019,27.253927,26.365568,25.361507,27.536907,27.201916,11.8742485,26.996443,26.398258,27.091896,24.240873,2.8510227,26.40317,28.32983,26.374743,-1.9266605
1933-10-01,0.0,20.43391,23.919924,25.602392,26.921349,26.146795,25.273632,27.550085,27.28004,13.182681,27.159851,26.90018,27.260227,24.625776,2.634451,27.091516,27.99259,27.017368,-0.90107346
1933-11-01,0.0,21.563795,23.912558,25.553038,27.066994,24.773119,23.798027,26.80707,26.296095,14.433293,26.499342,27.50475,26.710499,25.022556,1.6879425,27.391584,28.000751,27.366137,-0.6091671
1933-12-01,0.0,22.352322,23.975721,25.349504,26.593279,23.424347,22.338179,25.623693,24.815002,16.704311,25.022228,27.895666,25.164307,25.500677,-0.33637047,27.345425,28.14152,27.608139,-0.7960949
1934-01-01,0.0,24.364594,24.915258,25.62239,26.510729,22.150972,20.965754,24.425913,23.487755,19.033112,23.876644,27.969353,24.002169,26.05687,-2.0547009,26.764326,28.048368,27.243538,-1.2840424
1934-02-01,0.0,25.576147,25.650887,25.873985,26.539446,21.560947,20.44219,23.77006,22.761244,18.963451,23.286528,28.054775,23.363354,26.750538,-3.3871841,27.05773,27.7755,27.48498,-0.7177696
1934-03-01,0.0,26.791376,26.440193,26.306463,26.64206,21.40552,20.156942,23.619947,22.560997,18.108261,23.126232,28.135416,23.139687,27.115059,-3.9753723,27.833683,28.015997,28.030365,-0.18231392
1934-04-01,0.0,25.8867,27.376656,27.33828,27.530645,21.97922,20.8065,24.368227,23.259611,16.722658,23.570179,28.218643,23.635765,27.064743,-3.428978,28.950813,28.559807,28.798433,0.39100647
1934-05-01,0.0,24.544868,26.609636,27.356762,27.875984,22.674656,21.385466,24.775959,23.679043,14.384041,24.10049,27.628298,24.120825,26.465164,-2.3443394,28.46526,28.57408,27.936464,-0.10881996
1934-06-01,0.0,23.636236,26.249392,27.33049,28.080706,24.504803,23.193813,25.775444,24.722452,12.351411,24.93295,26.940382,24.794542,25.445272,-0.65073013,27.545887,28.393932,27.179886,-0.84804535
1934-07-01,0.0,21.217701,25.100649,26.772217,27.765709,25.29547,23.795202,26.09706,25.278025,10.97691,25.553328,26.40976,25.469646,24.532494,0.93715286,26.656132,28.07622,26.468649,-1.4200878
1934-08-01,0.0,21.377672,24.801935,26.52013,27.656372,25.851871,24.499502,26.878227,26.21611,10.81949,26.285975,26.070023,26.292845,24.139301,2.1535435,26.647453,27.524317,26.49025,-0.8768635
1934-09-01,0.0,20.882275,24.723484,26.194273,27.440805,26.264658,25.072683,27.341854,26.85283,11.69457,26.747196,26.209675,26.75373,24.471252,2.2824783,26.861855,27.719313,26.716696,-0.8574581
1934-10-01,0.0,20.527897,24.664038,26.443777,27.657377,26.148376,25.103449,27.466244,27.056643,12.731569,26.841969,26.89221,26.94064,24.834085,2.106554,27.341063,27.578203,27.17188,-0.23714066
1934-11-01,0.0,21.122221,24.890102,26.515047,27.71847,24.880733,23.895359,26.863014,26.233784,15.016014,26.018658,27.63656,26.124077,25.40493,0.7191467,27.746798,27.906857,27.751255,-0.16005898
1934-12-01,0.0,21.835602,24.67553,26.310125,27.607582,23.593906,22.696337,25.840424,25.044405,16.551039,24.955614,28.161201,24.999382,25.789835,-0.79045296,27.810745,28.294363,28.172125,-0.48361778
1935-01-01,0.0,23.671736,25.04081,26.236118,27.340546,22.478012,21.657778,25.047266,24.254765,17.890406,24.418587,28.161257,24.689354,26.679007,-1.9896526,27.423283,28.089077,27.93005,-0.6657944
1935-02-01,0.0,24.507587,25.683325,26.5494,27.537037,21.681705,20.69875,24.175457,23.143076,19.535242,23.593729,28.48453,23.735842,27.233475,-3.497633,27.89192,28.413536,28.373365,-0.521616
1935-03-01,0.0,26.255527,26.78017,26.960922,27.534094,21.614843,20.610815,23.9213,22.841724,18.489738,23.380651,28.414864,23.512474,27.484194,-3.9717197,28.394035,28.291008,28.58425,0.103027344
1935-04-01,0.0,26.16536,27.352371,27.445066,27.695915,22.336319,21.39475,24.556278,23.468227,16.159916,23.869413,28.467932,23.918268,27.598667,-3.680399,29.331404,29.022789,29.28358,0.30861473
1935-05-01,0.0,24.510403,26.662731,27.307587,27.885563,23.21476,22.124414,25.28776,24.297031,14.481085,24.752417,27.744831,24.717901,27.011795,-2.2938938,28.913528,28.75946,28.52949,0.154068
1935-06-01,0.0,22.629381,25.882164,27.262184,28.099487,24.453764,23.064003,25.88053,24.961924,12.662463,25.334925,26.914017,25.21116,26.006506,-0.7953453,27.630148,28.370697,27.307299,-0.7405491
1935-07-01,0.0,21.041107,24.737494,26.546194,27.79493,25.074202,23.63734,26.206783,25.597832,11.598964,25.927057,26.253098,25.873146,25.29385,0.5792961,26.669237,27.711761,26.460508,-1.0425243
1935-08-01,0.0,20.768316,24.954502,26.902485,28.234634,25.67611,24.346231,26.907274,26.459291,10.699936,26.271927,25.990461,26.221344,24.445837,1.775507,26.499092,27.388172,26.462076,-0.88908005
1935-09-01,0.0,20.99241,25.03932,26.79974,28.132788,26.167685,25.001528,27.41234,26.970215,10.732319,26.662956,26.243702,26.694578,24.49037,2.2042084,26.81112,27.417248,26.679064,-0.6061287
1935-10-01,0.0,20.93311,24.95292,26.97462,28.43543,25.696571,24.5612,27.255486,26.779427,11.748319,26.640928,26.824009,26.827932,24.984869,1.8430634,27.337011,27.556551,27.185669,-0.21953964
1935-11-01,0.0,21.987148,25.223133,26.901518,28.283884,24.625172,23.632952,26.600187,25.993586,13.781922,26.034552,27.445236,26.227812,25.206018,1.0217934,27.789774,27.675827,27.79836,0.113946915
1935-12-01,0.0,23.10453,25.155579,26.511703,27.785357,23.470238,22.519012,25.910406,25.191168,16.26512,25.001453,28.069754,25.205122,25.742325,-0.53720284,27.72013,28.022425,28.073719,-0.30229378
1936-01-01,0.0,24.273973,26.113762,27.29241,28.15899,22.609962,21.735067,25.108065,24.37304,18.64782,24.312162,28.26643,24.511177,26.299898,-1.7887211,27.546774,28.134415,28.011711,-0.58764076
1936-02-01,0.0,26.518139,26.708673,27.233383,28.060253,22.089329,21.314663,24.800108,23.972649,19.138962,23.98578,28.454592,24.317467,26.790813,-2.4733467,27.77769,28.63376,28.192669,-0.85606956
1936-03-01,0.0,26.625969,26.973415,27.240791,27.938652,21.90989,21.091045,24.945026,24.193005,18.69176,24.341763,28.696339,24.714895,27.162825,-2.4479294,28.535423,28.762144,28.862038,-0.22672081
1936-04-01,0.0,25.886839,27.610071,28.052805,28.542395,22.311617,21.445219,25.22948,24.456713,17.172012,24.765991,28.439013,25.233355,26.92348,-1.6901245,29.326035,28.869843,29.367527,0.45619202
1936-05-01,0.0,24.609377,26.670511,27.776312,28.800858,22.753603,21.707952,25.575024,24.765789,14.771558,25.163708,27.847898,25.646029,26.435953,-0.7899246,28.822565,28.924006,28.432644,-0.10144043
1936-06-01,0.0,22.665297,25.858221,27.313448,28.26482,24.236038,23.050516,26.37891,25.679787,12.972862,25.877714,26.999704,26.125145,25.526258,0.5988865,27.6876,28.455639,27.375443,-0.7680397
1936-07-01,0.0,21.717339,25.246292,26.852083,28.054998,25.327513,24.033588,26.78442,26.144794,11.587479,26.231552,26.399576,26.359356,24.738314,1.6210423,26.88355,28.050865,26.712105,-1.1673145
1936-08-01,0.0,20.574764,24.60216,26.523111,27.904406,25.857317,24.582722,27.327583,26.768177,10.315667,26.611805,26.3229,26.715473,24.135431,2.580042,26.752811,28.054518,26.60928,-1.3017063
1936-09-01,0.0,20.889307,24.857986,26.612743,28.000803,26.333843,25.372202,27.765411,27.23828,11.046633,26.9085,26.465105,26.95653,24.22611,2.7304192,27.21738,28.023455,27.026318,-0.80607414
1936-10-01,0.0,21.54238,25.318954,27.086573,28.386763,26.025543,25.1218,27.72211,27.37106,12.467192,27.085943,26.99664,27.27685,24.757383,2.5194664,27.430223,28.037222,27.221634,-0.60699844
1936-11-01,0.0,21.840324,24.974712,26.587416,27.95058,24.812458,23.851028,27.035297,26.486778,14.906559,26.175106,27.66186,26.396662,25.259897,1.1367645,27.879835,27.947998,27.929426,-0.06816292
1936-12-01,0.0,22.370728,25.557661,27.186811,28.394405,23.50857,22.560226,26.002703,25.380205,17.250034,25.165186,28.12884,25.499182,25.641722,-0.14253998,27.858685,28.500696,28.219988,-0.64201164
1937-01-01,0.0,24.782679,25.401745,26.24053,27.33558,22.282375,21.4195,25.135326,24.538414,18.86419,24.3112,28.225163,24.761475,26.26027,-1.4987946,27.486673,28.272852,27.955767,-0.7861786
1937-02-01,0.0,26.321688,26.55674,27.033592,27.951555,21.757198,21.002123,24.729876,24.045727,20.125608,23.973272,28.513624,24.46796,26.684952,-2.2169914,28.050676,28.748568,28.523052,-0.69789124
1937-03-01,0.0,26.095833,26.86569,27.486038,28.461231,21.75147,20.733582,24.735655,23.95548,18.88139,24.147224,28.6076,24.589693,27.126152,-2.536459,28.651253,28.923168,28.83597,-0.27191544
1937-04-01,0.0,25.721846,27.591705,27.975855,28.37722,22.111526,21.291859,24.950438,23.998552,16.163452,24.40231,28.543034,24.79064,27.09078,-2.3001404,29.340082,29.217913,29.287876,0.122169495
1937-05-01,0.0,23.553259,26.34547,27.416023,28.211954,22.955784,21.882076,25.363306,24.4284,14.673131,24.83999,27.918495,25.088572,26.57252,-1.4839478,29.07284,28.93958,28.53544,0.13325882
1937-06-01,0.0,22.284954,26.022947,27.368958,28.109953,24.80597,23.704832,26.436329,25.734274,12.381864,25.858921,27.182516,26.003584,25.92353,0.08005333,27.730486,28.859623,27.464317,-1.129137
1937-07-01,0.0,21.585285,25.486448,27.289558,28.529518,25.887365,24.685244,26.896742,26.26595,10.21694,26.48232,26.522543,26.510666,25.114937,1.3957291,26.792559,28.434208,26.602287,-1.6416492
1937-08-01,0.0,20.52249,24.540445,26.641867,28.10469,26.55407,25.381304,27.534548,27.065142,10.205184,26.957167,26.292059,26.921507,24.554873,2.3666344,26.712696,27.829319,26.678173,-1.1166229
1937-09-01,0.0,20.413862,25.136332,26.900408,27.98716,26.835653,25.878428,28.064508,27.678383,11.1782,27.43148,26.460194,27.447235,24.605291,2.8419437,27.225681,27.67596,27.130981,-0.45027924
1937-10-01,0.0,20.485088,24.62507,26.599554,28.0259,26.237045,25.3805,27.816936,27.388067,12.155818,27.310518,27.049713,27.470627,24.929142,2.5414848,27.646664,27.865622,27.50323,-0.2189579
1937-11-01,0.0,20.812677,24.893892,26.832602,28.261541,25.305698,24.678217,27.613056,27.17499,14.235406,26.953684,27.765398,27.208847,25.157047,2.0517998,28.030695,28.15131,27.997929,-0.120615005
1937-12-01,0.0,22.077139,25.161657,26.776611,27.831936,23.864159,23.364573,26.867767,26.512428,16.214844,26.24963,28.102512,26.721657,25.691793,1.0298634,27.62177,28.084267,27.993975,-0.4624958
1938-01-01,0.0,23.631212,25.186195,26.341545,27.485025,22.724949,21.991945,25.575489,24.828007,17.95445,24.788233,28.3361,25.116518,26.263514,-1.1469955,27.553997,28.311413,27.92784,-0.7574158
1938-02-01,0.0,25.37431,26.345621,26.966986,27.764946,21.878637,21.325615,24.848932,24.142277,18.630426,24.278046,28.547018,24.68099,27.013517,-2.3325272,27.821772,28.505827,28.141144,-0.6840553
1938-03-01,0.0,26.107048,26.833376,27.175953,27.88955,21.94941,21.284037,24.787687,24.069317,18.196054,24.136879,28.719738,24.45151,27.301352,-2.849842,28.698092,28.704744,28.876247,-0.006652832
1938-04-01,0.0,24.177885,27.124237,27.846548,28.282026,22.22748,21.737846,25.21703,24.518707,17.051174,24.53024,28.604872,24.918991,27.188055,-2.269064,29.264475,29.084888,29.16094,0.17958641
1938-05-01,0.0,24.362514,26.680334,27.516994,28.076334,23.160583,22.24104,25.6043,24.785017,15.354304,24.957472,28.131174,25.228062,26.581507,-1.353445,29.114538,29.007195,28.699429,0.10734367
1938-06-01,0.0,21.59399,25.22298,26.779997,27.75308,24.47072,23.258156,26.104183,25.32414,13.215521,25.470543,27.241566,25.582659,25.951477,-0.36881828,27.743559,28.982944,27.475328,-1.2393856
1938-07-01,0.0,19.503963,23.98211,26.20681,27.765438,25.069807,23.684942,26.64977,26.0193,11.595265,25.961473,26.728645,26.065716,25.328653,0.73706245,26.778412,28.493845,26.62895,-1.7154331
1938-08-01,0.0,19.722355,23.90821,26.033733,27.490345,25.89631,24.634718,27.243034,26.794363,11.170074,26.38203,26.193943,26.507164,24.612505,1.894659,26.709484,27.723463,26.621908,-1.013979
1938-09-01,0.0,20.130022,24.25602,26.427082,28.061087,26.279003,25.094923,27.713263,27.24986,11.453102,26.80513,26.388966,26.950962,24.567839,2.3831234,26.94871,27.766047,26.852936,-0.81733704
1938-10-01,0.0,20.914091,24.181894,25.94974,27.388367,26.042955,25.054785,27.736364,27.407375,12.389269,26.854141,27.062382,27.064703,24.845999,2.2187042,27.442856,27.969555,27.201645,-0.52669907
1938-11-01,0.0,21.41352,24.075409,25.891703,27.510603,25.091389,24.288536,27.288303,26.92157,14.665228,26.318502,27.70249,26.58575,25.249077,1.3366737,27.544102,28.26182,27.495316,-0.7177181
1938-12-01,0.0,21.694208,24.046759,25.755672,27.255146,23.754597,22.897175,25.954313,25.29718,16.646387,25.031368,28.054941,25.267641,25.448917,-0.18127632,27.49443,28.359552,27.781588,-0.86512184
1939-01-01,0.0,24.435461,24.872171,25.876595,27.139023,22.580032,21.771584,24.85824,24.086363,19.21617,24.08513,27.98501,24.21647,25.886024,-1.6695538,27.167295,27.965626,27.517872,-0.7983303
1939-02-01,0.0,26.073725,25.428274,25.778118,26.906977,21.948215,21.152157,24.227327,23.338942,19.789803,23.599064,28.15935,23.807232,26.356472,-2.54924,27.741663,27.999632,28.088093,-0.2579689
1939-03-01,0.0,26.383743,26.152798,26.381422,27.2481,21.778135,20.87848,23.986582,23.062962,18.978882,23.418745,28.310114,23.59651,26.674717,-3.078207,28.317205,28.312115,28.403837,0.0050907135
1939-04-01,0.0,25.47154,27.151606,27.485292,27.95767,22.266245,21.416567,24.472212,23.545372,16.685522,23.741499,28.433125,23.954756,26.903036,-2.9482803,29.11946,28.860584,29.061213,0.2588749
1939-05-01,0.0,24.889393,26.887583,27.591465,28.254976,23.139534,22.140156,25.154238,24.157019,13.736286,24.515463,27.824484,24.633419,26.42812,-1.7947006,28.673746,28.919716,28.146221,-0.24596977
1939-06-01,0.0,23.400902,26.68551,27.72519,28.236506,24.595606,23.516726,25.844997,25.162483,13.14027,25.37035,27.04574,25.388176,25.79055,-0.40237427,27.576128,28.586027,27.203028,-1.0098991
1939-07-01,0.0,21.85939,25.68685,27.451046,28.514456,25.533781,24.26206,26.478546,25.806515,11.9150915,25.879438,26.493898,25.875092,25.21178,0.663311,26.769114,28.268703,26.579172,-1.4995899
1939-08-01,0.0,21.175821,25.140167,26.911724,27.983929,26.015526,24.87541,26.9675,26.560455,11.073742,26.634344,26.247372,26.544987,24.784592,1.760395,26.450695,27.775414,26.470901,-1.3247185
1939-09-01,0.0,20.125902,24.923382,27.145262,28.737654,26.639687,25.686079,27.704144,27.187878,10.926526,27.212944,26.311157,27.035461,24.68867,2.3467922,26.828249,27.472687,26.721912,-0.6444378
1939-10-01,0.0,21.241379,24.66159,26.23841,27.399792,25.85301,24.989614,27.528954,27.128527,12.825312,27.156237,26.768728,27.053762,25.090872,1.9628906,27.382685,27.487976,27.147245,-0.10529137
